Ordinal,Function,Ordinal_in_Function
380,??1CColorButton@@UAE@XZ @ 615 NONAME,False
381,??1CComboBox@@UAE@XZ @ 616 NONAME,False
382,??1CCommandLineInfo@@UAE@XZ @ 617 NONAME,False
383,??1CCommonDialog@@UAE@XZ @ 618 NONAME,False
384,??1CConnectionPoint@@UAE@XZ @ 619 NONAME,False
385,??1CControlBar@@UAE@XZ @ 620 NONAME,False
386,??1CCriticalSection@@UAE@XZ @ 621 NONAME,False
387,??1CCtrlView@@UAE@XZ @ 622 NONAME,False
388,??1CDaoDatabase@@UAE@XZ @ 623 NONAME,False
389,??1CDaoException@@UAE@XZ @ 624 NONAME,False
390,??1CDaoFieldInfo@@QAE@XZ @ 625 NONAME,False
391,??1CDaoIndexFieldInfo@@QAE@XZ @ 626 NONAME,False
392,??1CDaoIndexInfo@@UAE@XZ @ 627 NONAME,False
393,??1CDaoQueryDef@@UAE@XZ @ 628 NONAME,False
394,??1CDaoRecordset@@UAE@XZ @ 629 NONAME,False
395,??1CDaoRecordView@@UAE@XZ @ 630 NONAME,False
396,??1CDaoRelationFieldInfo@@QAE@XZ @ 631 NONAME,False
397,??1CDaoRelationInfo@@UAE@XZ @ 632 NONAME,False
398,??1CDaoTableDef@@UAE@XZ @ 633 NONAME,False
399,??1CDaoWorkspace@@UAE@XZ @ 634 NONAME,False
400,??1CDatabase@@UAE@XZ @ 635 NONAME,False
401,??1CDataPathProperty@@UAE@XZ @ 636 NONAME,False
402,??1CDataSourceControl@@QAE@XZ @ 637 NONAME,False
403,??1CDBException@@UAE@XZ @ 638 NONAME,False
404,??1CDBVariant@@UAE@XZ @ 639 NONAME,False
405,??1CDC@@UAE@XZ @ 640 NONAME,False
406,??1CDialog@@UAE@XZ @ 641 NONAME,False
407,??1CDialogBar@@UAE@XZ @ 642 NONAME,False
408,??1CDialogTemplate@@QAE@XZ @ 643 NONAME,False
409,??1CDocItem@@UAE@XZ @ 644 NONAME,False
410,??1CDockBar@@UAE@XZ @ 645 NONAME,False
411,??1CDockContext@@QAE@XZ @ 646 NONAME,False
412,??1CDockState@@UAE@XZ @ 647 NONAME,False
413,??1CDocManager@@UAE@XZ @ 648 NONAME,False
414,??1CDocObjectServer@@UAE@XZ @ 649 NONAME,False
415,??1CDocObjectServerItem@@UAE@XZ @ 650 NONAME,False
416,??1CDocTemplate@@UAE@XZ @ 651 NONAME,False
417,??1CDocument@@UAE@XZ @ 652 NONAME,False
418,??1CDragListBox@@UAE@XZ @ 653 NONAME,False
419,??1CDWordArray@@UAE@XZ @ 654 NONAME,False
420,??1CDynLinkLibrary@@UAE@XZ @ 655 NONAME,False
421,??1CEdit@@UAE@XZ @ 656 NONAME,False
422,??1CEditView@@UAE@XZ @ 657 NONAME,False
423,??1CEnumArray@@UAE@XZ @ 658 NONAME,False
424,??1CEnumConnPoints@@UAE@XZ @ 659 NONAME,False
425,??1CEnumFormatEtc@@UAE@XZ @ 660 NONAME,False
426,??1CEnumOleVerb@@UAE@XZ @ 661 NONAME,False
427,??1CEnumUnknown@@UAE@XZ @ 662 NONAME,False
428,??1CEvent@@UAE@XZ @ 663 NONAME,False
429,??1CException@@UAE@XZ @ 664 NONAME,False
430,??1CFile@@UAE@XZ @ 665 NONAME,False
431,??1CFileDialog@@UAE@XZ @ 666 NONAME,False
432,??1CFileException@@UAE@XZ @ 667 NONAME,False
433,??1CFileFind@@UAE@XZ @ 668 NONAME,False
434,??1CFont@@UAE@XZ @ 669 NONAME,False
435,??1CFontComboBox@@UAE@XZ @ 670 NONAME,False
436,??1CFontDialog@@UAE@XZ @ 671 NONAME,False
437,??1CFontHolder@@QAE@XZ @ 672 NONAME,False
438,??1CFormView@@UAE@XZ @ 673 NONAME,False
439,??1CFrameWnd@@UAE@XZ @ 674 NONAME,False
440,??1CFtpConnection@@UAE@XZ @ 675 NONAME,False
441,??1CFtpFileFind@@UAE@XZ @ 676 NONAME,False
442,??1CGdiObject@@UAE@XZ @ 677 NONAME,False
443,??1CGopherConnection@@UAE@XZ @ 678 NONAME,False
444,??1CGopherFile@@UAE@XZ @ 679 NONAME,False
445,??1CGopherFileFind@@UAE@XZ @ 680 NONAME,False
446,??1CGopherLocator@@UAE@XZ @ 681 NONAME,False
447,??1CHeaderCtrl@@UAE@XZ @ 682 NONAME,False
448,??1CHotKeyCtrl@@UAE@XZ @ 683 NONAME,False
449,??1CHttpConnection@@UAE@XZ @ 684 NONAME,False
450,??1CHttpFile@@UAE@XZ @ 685 NONAME,False
451,??1CImageList@@UAE@XZ @ 686 NONAME,False
452,??1CInternetConnection@@UAE@XZ @ 687 NONAME,False
453,??1CInternetException@@UAE@XZ @ 688 NONAME,False
454,??1CInternetFile@@UAE@XZ @ 689 NONAME,False
455,??1CInternetSession@@UAE@XZ @ 690 NONAME,False
456,??1CItemDataSource@COleServerItem@@UAE@XZ @ 691 NONAME,False
457,??1CListBox@@UAE@XZ @ 692 NONAME,False
458,??1CListCtrl@@UAE@XZ @ 693 NONAME,False
459,??1CListView@@UAE@XZ @ 694 NONAME,False
460,??1CLongBinary@@UAE@XZ @ 695 NONAME,False
461,??1CMapPtrToPtr@@UAE@XZ @ 696 NONAME,False
462,??1CMapPtrToWord@@UAE@XZ @ 697 NONAME,False
463,??1CMapStringToOb@@UAE@XZ @ 698 NONAME,False
464,??1CMapStringToPtr@@UAE@XZ @ 699 NONAME,False
465,??1CMapStringToString@@UAE@XZ @ 700 NONAME,False
466,??1CMapWordToOb@@UAE@XZ @ 701 NONAME,False
467,??1CMapWordToPtr@@UAE@XZ @ 702 NONAME,False
468,??1CMemFile@@UAE@XZ @ 703 NONAME,False
469,??1CMenu@@UAE@XZ @ 704 NONAME,False
470,??1CMetaFileDC@@UAE@XZ @ 705 NONAME,False
471,??1CMiniFrameWnd@@UAE@XZ @ 706 NONAME,False
472,??1CMirrorFile@@UAE@XZ @ 707 NONAME,False
473,??1CMonikerFile@@UAE@XZ @ 708 NONAME,False
474,??1CMultiDocTemplate@@UAE@XZ @ 709 NONAME,False
475,??1CMultiLock@@QAE@XZ @ 710 NONAME,False
476,??1CMutex@@UAE@XZ @ 711 NONAME,False
477,??1CNoTrackObject@@UAE@XZ @ 712 NONAME,False
478,??1CObArray@@UAE@XZ @ 713 NONAME,False
479,??1CObject@@UAE@XZ @ 714 NONAME,False
480,??1CObList@@UAE@XZ @ 715 NONAME,False
481,??1CODBCFieldInfo@@QAE@XZ @ 716 NONAME,False
482,??1COleBusyDialog@@UAE@XZ @ 717 NONAME,False
483,??1COleChangeIconDialog@@UAE@XZ @ 718 NONAME,False
484,??1COleChangeSourceDialog@@UAE@XZ @ 719 NONAME,False
485,??1COleClientItem@@UAE@XZ @ 720 NONAME,False
486,??1COleCmdUI@@QAE@XZ @ 721 NONAME,False
487,??1COleCntrFrameWnd@@UAE@XZ @ 722 NONAME,False
488,??1COleControl@@UAE@XZ @ 723 NONAME,False
489,??1COleControlContainer@@UAE@XZ @ 724 NONAME,False
490,??1COleControlLock@@UAE@XZ @ 725 NONAME,False
491,??1COleControlSite@@UAE@XZ @ 726 NONAME,False
492,??1COleConvertDialog@@UAE@XZ @ 727 NONAME,False
493,??1COleDataObject@@QAE@XZ @ 728 NONAME,False
494,??1COleDataSource@@UAE@XZ @ 729 NONAME,False
495,??1COleDialog@@UAE@XZ @ 730 NONAME,False
496,??1COleDispatchDriver@@QAE@XZ @ 731 NONAME,False
497,??1COleDispatchException@@UAE@XZ @ 732 NONAME,False
498,??1COleDocIPFrameWnd@@UAE@XZ @ 733 NONAME,False
499,??1COleDocument@@UAE@XZ @ 734 NONAME,False
500,??1COleDropSource@@UAE@XZ @ 735 NONAME,False
501,??1COleDropTarget@@UAE@XZ @ 736 NONAME,False
502,??1COleFrameHook@@UAE@XZ @ 737 NONAME,False
503,??1COleInsertDialog@@UAE@XZ @ 738 NONAME,False
504,??1COleIPFrameWnd@@UAE@XZ @ 739 NONAME,False
505,??1COleLinkingDoc@@UAE@XZ @ 740 NONAME,False
506,??1COleLinksDialog@@UAE@XZ @ 741 NONAME,False
507,??1COleMessageFilter@@UAE@XZ @ 742 NONAME,False
508,??1COleObjectFactory@@UAE@XZ @ 743 NONAME,False
509,??1COlePasteSpecialDialog@@UAE@XZ @ 744 NONAME,False
510,??1COlePropertiesDialog@@UAE@XZ @ 745 NONAME,False
511,??1COlePropertyPage@@UAE@XZ @ 746 NONAME,False
512,??1COleResizeBar@@UAE@XZ @ 747 NONAME,False
513,??1COleServerDoc@@UAE@XZ @ 748 NONAME,False
514,??1COleServerItem@@UAE@XZ @ 749 NONAME,False
515,??1COleStreamFile@@UAE@XZ @ 750 NONAME,False
516,??1COleTemplateServer@@UAE@XZ @ 751 NONAME,False
517,??1COleUpdateDialog@@UAE@XZ @ 752 NONAME,False
518,??1COleVariant@@QAE@XZ @ 753 NONAME,False
519,??1CPageSetupDialog@@UAE@XZ @ 754 NONAME,False
520,??1CPaintDC@@UAE@XZ @ 755 NONAME,False
521,??1CPalette@@UAE@XZ @ 756 NONAME,False
522,??1CPen@@UAE@XZ @ 757 NONAME,False
523,??1CPictureHolder@@QAE@XZ @ 758 NONAME,False
524,??1CPicturePropPage@@UAE@XZ @ 759 NONAME,False
525,??1CPreviewDC@@UAE@XZ @ 760 NONAME,False
526,??1CPreviewView@@UAE@XZ @ 761 NONAME,False
527,??1CPrintDialog@@UAE@XZ @ 762 NONAME,False
528,??1CPrintInfo@@QAE@XZ @ 763 NONAME,False
529,??1CProcessLocalObject@@QAE@XZ @ 764 NONAME,False
530,??1CProgressCtrl@@UAE@XZ @ 765 NONAME,False
531,??1CPropbagPropExchange@@QAE@XZ @ 766 NONAME,False
532,??1CProperty@@QAE@XZ @ 767 NONAME,False
533,??1CPropertyPage@@UAE@XZ @ 768 NONAME,False
534,??1CPropertySection@@QAE@XZ @ 769 NONAME,False
535,??1CPropertySet@@QAE@XZ @ 770 NONAME,False
536,??1CPropertySheet@@UAE@XZ @ 771 NONAME,False
537,??1CPtrArray@@UAE@XZ @ 772 NONAME,False
538,??1CPtrList@@UAE@XZ @ 773 NONAME,False
539,??1CRecentFileList@@UAE@XZ @ 774 NONAME,False
540,??1CRecordset@@UAE@XZ @ 775 NONAME,False
541,??1CRecordView@@UAE@XZ @ 776 NONAME,False
542,??1CRectTracker@@UAE@XZ @ 777 NONAME,False
543,??1CReObject@@QAE@XZ @ 778 NONAME,False
544,??1CRgn@@UAE@XZ @ 779 NONAME,False
545,??1CRichEditCntrItem@@UAE@XZ @ 780 NONAME,False
546,??1CRichEditCtrl@@UAE@XZ @ 781 NONAME,False
547,??1CRichEditView@@UAE@XZ @ 782 NONAME,False
548,??1CScrollBar@@UAE@XZ @ 783 NONAME,False
549,??1CScrollView@@UAE@XZ @ 784 NONAME,False
550,??1CSemaphore@@UAE@XZ @ 785 NONAME,False
551,??1CSharedFile@@UAE@XZ @ 786 NONAME,False
552,??1CSimpleException@@UAE@XZ @ 787 NONAME,False
553,??1CSingleDocTemplate@@UAE@XZ @ 788 NONAME,False
554,??1CSizeComboBox@@UAE@XZ @ 789 NONAME,False
555,??1CSliderCtrl@@UAE@XZ @ 790 NONAME,False
556,??1CSocket@@UAE@XZ @ 791 NONAME,False
557,??1CSocketFile@@UAE@XZ @ 792 NONAME,False
558,??1CSpinButtonCtrl@@UAE@XZ @ 793 NONAME,False
559,??1CSplitterWnd@@UAE@XZ @ 794 NONAME,False
560,??1CStatic@@UAE@XZ @ 795 NONAME,False
561,??1CStatusBar@@UAE@XZ @ 796 NONAME,False
562,??1CStatusBarCtrl@@UAE@XZ @ 797 NONAME,False
563,??1CStdioFile@@UAE@XZ @ 798 NONAME,False
564,??1CStockPropPage@@UAE@XZ @ 799 NONAME,False
565,??1CString@@QAE@XZ @ 800 NONAME,False
566,??1CStringArray@@UAE@XZ @ 801 NONAME,False
567,??1CStringList@@UAE@XZ @ 802 NONAME,False
568,??1CSyncObject@@UAE@XZ @ 803 NONAME,False
569,??1CTabCtrl@@UAE@XZ @ 804 NONAME,False
570,??1CThreadLocalObject@@QAE@XZ @ 805 NONAME,False
571,??1CThreadSlotData@@QAE@XZ @ 806 NONAME,False
572,??1CToolBar@@UAE@XZ @ 807 NONAME,False
573,??1CToolBarCtrl@@UAE@XZ @ 808 NONAME,False
574,??1CToolTipCtrl@@UAE@XZ @ 809 NONAME,False
575,??1CTreeCtrl@@UAE@XZ @ 810 NONAME,False
576,??1CTreeView@@UAE@XZ @ 811 NONAME,False
577,??1CUIntArray@@UAE@XZ @ 812 NONAME,False
578,??1CView@@UAE@XZ @ 813 NONAME,False
579,??1CWaitCursor@@QAE@XZ @ 814 NONAME,False
580,??1CWinApp@@UAE@XZ @ 815 NONAME,False
581,??1CWindowDC@@UAE@XZ @ 816 NONAME,False
582,??1CWinThread@@UAE@XZ @ 817 NONAME,False
583,??1CWnd@@UAE@XZ @ 818 NONAME,False
584,??1CWordArray@@UAE@XZ @ 819 NONAME,False
585,??1tagFONTOBJECT@@QAE@XZ @ 820 NONAME,False
586,??1XEventConnPt@COleControl@@UAE@XZ @ 821 NONAME,False
587,??1XPropConnPt@COleControl@@UAE@XZ @ 822 NONAME,False
588,??2@YAPAXI@Z @ 823 NONAME,False
589,??2CNoTrackObject@@SGPAXI@Z @ 824 NONAME,False
590,??3@YAXPAX@Z @ 825 NONAME,False
591,??3CNoTrackObject@@SGXPAX@Z @ 826 NONAME,False
592,??3CObject@@SGXPAX@Z @ 827 NONAME,False
593,??4?$_CIP@UIBindHost@@$1?IID_IBindHost@@3U_GUID@@B@@QAEAAV0@PAUIBindHost@@@Z @ 828 NONAME,False
594,??4COleCurrency@@QAEABV0@ABUtagVARIANT@@@Z @ 829 NONAME,False
595,??4COleCurrency@@QAEABV0@ABV0@@Z @ 830 NONAME,False
596,??4COleCurrency@@QAEABV0@TtagCY@@@Z @ 831 NONAME,False
597,??4COleDateTime@@QAEABV0@ABJ@Z @ 832 NONAME,False
598,??4COleDateTime@@QAEABV0@ABU_FILETIME@@@Z @ 833 NONAME,False
599,??4COleDateTime@@QAEABV0@ABU_SYSTEMTIME@@@Z @ 834 NONAME,False
600,??4COleDateTime@@QAEABV0@ABUtagVARIANT@@@Z @ 835 NONAME,False
601,??4COleDateTime@@QAEABV0@N@Z @ 836 NONAME,False
602,??4COleDateTimeSpan@@QAEABV0@ABV0@@Z @ 837 NONAME,False
603,??4COleDateTimeSpan@@QAEABV0@N@Z @ 838 NONAME,False
604,??4COleDispatchDriver@@QAEABV0@ABV0@@Z @ 839 NONAME,False
605,??4COleSafeArray@@QAEAAV0@ABUtagVARIANT@@@Z @ 840 NONAME,False
606,??4COleSafeArray@@QAEAAV0@ABV0@@Z @ 841 NONAME,False
607,??4COleSafeArray@@QAEAAV0@ABVCOleVariant@@@Z @ 842 NONAME,False
608,??4COleSafeArray@@QAEAAV0@PBUtagVARIANT@@@Z @ 843 NONAME,False
609,??4COleVariant@@QAEABV0@ABUtagVARIANT@@@Z @ 844 NONAME,False
610,??4COleVariant@@QAEABV0@ABV0@@Z @ 845 NONAME,False
611,??4COleVariant@@QAEABV0@ABVCByteArray@@@Z @ 846 NONAME,False
612,??4COleVariant@@QAEABV0@ABVCLongBinary@@@Z @ 847 NONAME,False
613,??4COleVariant@@QAEABV0@ABVCOleCurrency@@@Z @ 848 NONAME,False
614,??4COleVariant@@QAEABV0@ABVCOleDateTime@@@Z @ 849 NONAME,False
615,??4COleVariant@@QAEABV0@ABVCString@@@Z @ 850 NONAME,False
616,??4COleVariant@@QAEABV0@E@Z @ 851 NONAME,False
617,??4COleVariant@@QAEABV0@F@Z @ 852 NONAME,False
618,??4COleVariant@@QAEABV0@J@Z @ 853 NONAME,False
619,??4COleVariant@@QAEABV0@M@Z @ 854 NONAME,False
620,??4COleVariant@@QAEABV0@N@Z @ 855 NONAME,False
621,??4COleVariant@@QAEABV0@PBUtagVARIANT@@@Z @ 856 NONAME,False
622,??4COleVariant@@QAEABV0@QBD@Z @ 857 NONAME,False
623,??4CString@@QAEABV0@ABV0@@Z @ 858 NONAME,False
624,??4CString@@QAEABV0@D@Z @ 859 NONAME,False
625,??4CString@@QAEABV0@PBD@Z @ 860 NONAME,False
626,??4CString@@QAEABV0@PBG@Z @ 861 NONAME,False
627,??5@YGAAVCArchive@@AAV0@AAPAVCByteArray@@@Z @ 862 NONAME,False
628,??5@YGAAVCArchive@@AAV0@AAPAVCDocItem@@@Z @ 863 NONAME,False
629,??5@YGAAVCArchive@@AAV0@AAPAVCDockState@@@Z @ 864 NONAME,False
630,??5@YGAAVCArchive@@AAV0@AAPAVCDWordArray@@@Z @ 865 NONAME,False
631,??5@YGAAVCArchive@@AAV0@AAPAVCMapStringToOb@@@Z @ 866 NONAME,False
632,??5@YGAAVCArchive@@AAV0@AAPAVCMapStringToString@@@Z @ 867 NONAME,False
633,??5@YGAAVCArchive@@AAV0@AAPAVCMapWordToOb@@@Z @ 868 NONAME,False
634,??5@YGAAVCArchive@@AAV0@AAPAVCObArray@@@Z @ 869 NONAME,False
635,??5@YGAAVCArchive@@AAV0@AAPAVCObList@@@Z @ 870 NONAME,False
636,??5@YGAAVCArchive@@AAV0@AAPAVCRichEditCntrItem@@@Z @ 871 NONAME,False
637,??5@YGAAVCArchive@@AAV0@AAPAVCStringArray@@@Z @ 872 NONAME,False
638,??5@YGAAVCArchive@@AAV0@AAPAVCStringList@@@Z @ 873 NONAME,False
639,??5@YGAAVCArchive@@AAV0@AAPAVCWordArray@@@Z @ 874 NONAME,False
640,??5@YGAAVCArchive@@AAV0@AAVCOleCurrency@@@Z @ 875 NONAME,False
641,??5@YGAAVCArchive@@AAV0@AAVCOleDateTime@@@Z @ 876 NONAME,False
642,??5@YGAAVCArchive@@AAV0@AAVCOleDateTimeSpan@@@Z @ 877 NONAME,False
643,??5@YGAAVCArchive@@AAV0@AAVCOleVariant@@@Z @ 878 NONAME,False
644,??5@YGAAVCArchive@@AAV0@AAVCString@@@Z @ 879 NONAME,False
645,??5@YGAAVCArchive@@AAV0@AAVCTime@@@Z @ 880 NONAME,False
646,??5@YGAAVCArchive@@AAV0@AAVCTimeSpan@@@Z @ 881 NONAME,False
647,??6@YGAAVCArchive@@AAV0@ABVCString@@@Z @ 882 NONAME,False
648,??6@YGAAVCArchive@@AAV0@VCOleCurrency@@@Z @ 883 NONAME,False
649,??6@YGAAVCArchive@@AAV0@VCOleDateTime@@@Z @ 884 NONAME,False
650,??6@YGAAVCArchive@@AAV0@VCOleDateTimeSpan@@@Z @ 885 NONAME,False
651,??6@YGAAVCArchive@@AAV0@VCOleVariant@@@Z @ 886 NONAME,False
652,??6@YGAAVCArchive@@AAV0@VCTime@@@Z @ 887 NONAME,False
653,??6@YGAAVCArchive@@AAV0@VCTimeSpan@@@Z @ 888 NONAME,False
654,??6CDumpContext@@QAEAAV0@ABVCObject@@@Z @ 889 NONAME,False
655,??6CDumpContext@@QAEAAV0@E@Z @ 890 NONAME,False
656,??6CDumpContext@@QAEAAV0@G@Z @ 891 NONAME,False
657,??6CDumpContext@@QAEAAV0@H@Z @ 892 NONAME,False
658,??6CDumpContext@@QAEAAV0@I@Z @ 893 NONAME,False
659,??6CDumpContext@@QAEAAV0@J@Z @ 894 NONAME,False
660,??6CDumpContext@@QAEAAV0@K@Z @ 895 NONAME,False
661,??6CDumpContext@@QAEAAV0@PBD@Z @ 896 NONAME,False
662,??6CDumpContext@@QAEAAV0@PBG@Z @ 897 NONAME,False
663,??6CDumpContext@@QAEAAV0@PBVCObject@@@Z @ 898 NONAME,False
664,??6CDumpContext@@QAEAAV0@PBX@Z @ 899 NONAME,False
665,??8COleSafeArray@@QBEHABUtagSAFEARRAY@@@Z @ 900 NONAME,False
666,??8COleSafeArray@@QBEHABUtagVARIANT@@@Z @ 901 NONAME,False
667,??8COleSafeArray@@QBEHABV0@@Z @ 902 NONAME,False
668,??8COleSafeArray@@QBEHABVCOleVariant@@@Z @ 903 NONAME,False
669,??8COleSafeArray@@QBEHPBUtagSAFEARRAY@@@Z @ 904 NONAME,False
670,??8COleSafeArray@@QBEHPBUtagVARIANT@@@Z @ 905 NONAME,False
671,??8COleVariant@@QBEHABUtagVARIANT@@@Z @ 906 NONAME,False
672,??8CTime@@QBEHV0@@Z @ 907 NONAME,False
673,??9CTime@@QBEHV0@@Z @ 908 NONAME,False
674,??ACMapPtrToPtr@@QAEAAPAXPAX@Z @ 909 NONAME,False
675,??ACMapPtrToWord@@QAEAAGPAX@Z @ 910 NONAME,False
676,??ACMapStringToOb@@QAEAAPAVCObject@@PBD@Z @ 911 NONAME,False
677,??ACMapStringToPtr@@QAEAAPAXPBD@Z @ 912 NONAME,False
678,??ACMapStringToString@@QAEAAVCString@@PBD@Z @ 913 NONAME,False
679,??ACMapWordToOb@@QAEAAPAVCObject@@G@Z @ 914 NONAME,False
680,??ACMapWordToPtr@@QAEAAPAXG@Z @ 915 NONAME,False
681,??DCOleCurrency@@QBE?AV0@J@Z @ 916 NONAME,False
682,??GCOleCurrency@@QBE?AV0@ABV0@@Z @ 917 NONAME,False
683,??GCOleCurrency@@QBE?AV0@XZ @ 918 NONAME,False
684,??GCOleDateTime@@QBE?AV0@ABVCOleDateTimeSpan@@@Z @ 919 NONAME,False
685,??GCOleDateTime@@QBE?AVCOleDateTimeSpan@@ABV0@@Z @ 920 NONAME,False
686,??GCOleDateTimeSpan@@QBE?AV0@ABV0@@Z @ 921 NONAME,False
687,??H@YG?AVCString@@ABV0@0@Z @ 922 NONAME,False
688,??H@YG?AVCString@@ABV0@D@Z @ 923 NONAME,False
689,??H@YG?AVCString@@ABV0@PBD@Z @ 924 NONAME,False
690,??H@YG?AVCString@@DABV0@@Z @ 925 NONAME,False
691,??H@YG?AVCString@@PBDABV0@@Z @ 926 NONAME,False
692,??HCOleCurrency@@QBE?AV0@ABV0@@Z @ 927 NONAME,False
693,??HCOleDateTime@@QBE?AV0@ABVCOleDateTimeSpan@@@Z @ 928 NONAME,False
694,??HCOleDateTimeSpan@@QBE?AV0@ABV0@@Z @ 929 NONAME,False
695,??KCOleCurrency@@QBE?AV0@J@Z @ 930 NONAME,False
696,??MCOleCurrency@@QBEHABV0@@Z @ 931 NONAME,False
697,??MCOleDateTime@@QBEHABV0@@Z @ 932 NONAME,False
698,??NCOleCurrency@@QBEHABV0@@Z @ 933 NONAME,False
699,??NCOleDateTime@@QBEHABV0@@Z @ 934 NONAME,False
700,??OCOleCurrency@@QBEHABV0@@Z @ 935 NONAME,False
701,??OCOleDateTime@@QBEHABV0@@Z @ 936 NONAME,False
702,??PCOleCurrency@@QBEHABV0@@Z @ 937 NONAME,False
703,??PCOleDateTime@@QBEHABV0@@Z @ 938 NONAME,False
704,??YCString@@QAEABV0@ABV0@@Z @ 939 NONAME,False
705,??YCString@@QAEABV0@D@Z @ 940 NONAME,False
706,??YCString@@QAEABV0@PBD@Z @ 941 NONAME,False
707,?_AfxAbortProc@@YGHPAUHDC__@@H@Z @ 942 NONAME,False
708,?_afxAdvApi@@3UAFX_ADVAPI_CALL@@A=_AfxBinaryCompatibleStubFunction @ 943 NONAME,False
709,?_afxAmbientCache@@3V?$CThreadLocal@V_AFXCTL_AMBIENT_CACHE@@@@A @ 944 NONAME DATA,False
710,?_afxComDlg@@3UAFX_COMDLG_CALL@@A=_AfxBinaryCompatibleStubFunction @ 945 NONAME,False
711,?_afxCommCtrl@@3UAFX_COMMCTRL_CALL@@A=_AfxBinaryCompatibleStubFunction @ 946 NONAME,False
712,?_afxDBCS@@3HB @ 947 NONAME DATA,False
713,?_afxODBC@@3UAFX_ODBC_CALL@@A=_AfxBinaryCompatibleStubFunction @ 948 NONAME,False
714,?_afxOLE@@3UAFX_OLE_CALL@@A=_AfxBinaryCompatibleStubFunction @ 949 NONAME,False
715,?_afxRichEditState@@3V?$CProcessLocal@V_AFX_RICHEDIT_STATE@@@@A @ 950 NONAME DATA,False
716,?_afxShell@@3UAFX_SHELL_CALL@@A=_AfxBinaryCompatibleStubFunction @ 951 NONAME,False
717,?_afxSOCK@@3UAFX_SOCK_CALL@@A=_AfxBinaryCompatibleStubFunction @ 952 NONAME,False
718,?_afxUrlMon@@3UAFX_URLMON_CALL@@A=_AfxBinaryCompatibleStubFunction @ 953 NONAME,False
719,?_afxWinSpool@@3UAFX_WINSPOOL_CALL@@A=_AfxBinaryCompatibleStubFunction @ 954 NONAME,False
720,?_mbstowcsz@@YAHPAGPBDI@Z @ 955 NONAME,False
721,?_wcstombsz@@YAHPADPBGI@Z @ 956 NONAME,False
722,?Abort@CArchive@@QAEXXZ @ 957 NONAME,False
723,?Abort@CFile@@UAEXXZ @ 958 NONAME,False
724,?Abort@CInternetFile@@UAEXXZ @ 959 NONAME,False
725,?Abort@CMemFile@@UAEXXZ @ 960 NONAME,False
726,?Abort@CMirrorFile@@UAEXXZ @ 961 NONAME,False
727,?Abort@COleStreamFile@@UAEXXZ @ 962 NONAME,False
728,?Abort@CSocketFile@@UAEXXZ @ 963 NONAME,False
729,?Abort@CStdioFile@@UAEXXZ @ 964 NONAME,False
730,?AboutToDo@XNotifyDBEvents@COleControlSite@@UAGJKKQAUtagDBNOTIFYREASON@@@Z @ 965 NONAME,False
731,?Accept@CAsyncSocket@@UAEHAAV1@PAUsockaddr@@PAH@Z @ 966 NONAME,False
732,?Accept@CSocket@@UAEHAAVCAsyncSocket@@PAUsockaddr@@PAH@Z @ 967 NONAME,False
733,?AccessData@COleSafeArray@@QAEXPAPAX@Z @ 968 NONAME,False
734,?Activate@COleClientItem@@QAEXJPAVCView@@PAUtagMSG@@@Z @ 969 NONAME,False
735,?Activate@XPropertyPage@COlePropertyPage@@UAGJPAUHWND__@@PBUtagRECT@@H@Z @ 970 NONAME,False
736,?ActivateAs@COleClientItem@@UAEHPBDABU_GUID@@1@Z @ 971 NONAME,False
737,?ActivateAs@CRichEditCntrItem@@UAEHPBDABU_GUID@@1@Z @ 972 NONAME,False
738,?ActivateDocObject@CDocObjectServer@@QAEXXZ @ 973 NONAME,False
739,?ActivateDocObject@COleServerDoc@@QAEXXZ @ 974 NONAME,False
740,?ActivateFrame@CFrameWnd@@UAEXH@Z @ 975 NONAME,False
741,?ActivateFrame@CMDIChildWnd@@UAEXH@Z @ 976 NONAME,False
742,?ActivateInPlace@COleServerDoc@@QAEHXZ @ 977 NONAME,False
743,?ActivateNext@CSplitterWnd@@UAEXH@Z @ 978 NONAME,False
744,?ActivateTopParent@CWnd@@QAEXXZ @ 979 NONAME,False
745,?Add@CRecentFileList@@UAEXPBD@Z @ 980 NONAME,False
746,?AddBitmap@CToolBarCtrl@@QAEHHI@Z @ 981 NONAME,False
747,?AddBitmap@CToolBarCtrl@@QAEHHPAVCBitmap@@@Z @ 982 NONAME,False
748,?AddCachedData@COleClientItem@@IAEXPAVCOleDataSource@@@Z @ 983 NONAME,False
749,?AddConnPoint@CEnumConnPoints@@QAEXPAUIConnectionPoint@@@Z @ 984 NONAME,False
750,?AddDocTemplate@CDocManager@@UAEXPAVCDocTemplate@@@Z @ 985 NONAME,False
751,?AddDocTemplate@CWinApp@@QAEXPAVCDocTemplate@@@Z @ 986 NONAME,False
752,?AddDocument@CDocTemplate@@UAEXPAVCDocument@@@Z @ 987 NONAME,False
753,?AddDocument@CMultiDocTemplate@@UAEXPAVCDocument@@@Z @ 988 NONAME,False
754,?AddDocument@CSingleDocTemplate@@UAEXPAVCDocument@@@Z @ 989 NONAME,False
755,?AddFont@CFontComboBox@@QAEHPAUtagLOGFONTA@@K@Z @ 990 NONAME,False
756,?AddFormat@CEnumFormatEtc@@QAEXPBUtagFORMATETC@@@Z @ 991 NONAME,False
