Ordinal,Function,Ordinal_in_Function
3463,?GetRuntimeClass@CProgressCtrl@@UBEPAUCRuntimeClass@@XZ @ 3698 NONAME,False
3464,?GetRuntimeClass@CPropertyPage@@UBEPAUCRuntimeClass@@XZ @ 3699 NONAME,False
3465,?GetRuntimeClass@CPropertySheet@@UBEPAUCRuntimeClass@@XZ @ 3700 NONAME,False
3466,?GetRuntimeClass@CPtrArray@@UBEPAUCRuntimeClass@@XZ @ 3701 NONAME,False
3467,?GetRuntimeClass@CPtrList@@UBEPAUCRuntimeClass@@XZ @ 3702 NONAME,False
3468,?GetRuntimeClass@CRecordset@@UBEPAUCRuntimeClass@@XZ @ 3703 NONAME,False
3469,?GetRuntimeClass@CRecordView@@UBEPAUCRuntimeClass@@XZ @ 3704 NONAME,False
3470,?GetRuntimeClass@CResourceException@@UBEPAUCRuntimeClass@@XZ @ 3705 NONAME,False
3471,?GetRuntimeClass@CRgn@@UBEPAUCRuntimeClass@@XZ @ 3706 NONAME,False
3472,?GetRuntimeClass@CRichEditCntrItem@@UBEPAUCRuntimeClass@@XZ @ 3707 NONAME,False
3473,?GetRuntimeClass@CRichEditCtrl@@UBEPAUCRuntimeClass@@XZ @ 3708 NONAME,False
3474,?GetRuntimeClass@CRichEditDoc@@UBEPAUCRuntimeClass@@XZ @ 3709 NONAME,False
3475,?GetRuntimeClass@CRichEditView@@UBEPAUCRuntimeClass@@XZ @ 3710 NONAME,False
3476,?GetRuntimeClass@CScrollBar@@UBEPAUCRuntimeClass@@XZ @ 3711 NONAME,False
3477,?GetRuntimeClass@CScrollView@@UBEPAUCRuntimeClass@@XZ @ 3712 NONAME,False
3478,?GetRuntimeClass@CSemaphore@@UBEPAUCRuntimeClass@@XZ @ 3713 NONAME,False
3479,?GetRuntimeClass@CSharedFile@@UBEPAUCRuntimeClass@@XZ @ 3714 NONAME,False
3480,?GetRuntimeClass@CSingleDocTemplate@@UBEPAUCRuntimeClass@@XZ @ 3715 NONAME,False
3481,?GetRuntimeClass@CSliderCtrl@@UBEPAUCRuntimeClass@@XZ @ 3716 NONAME,False
3482,?GetRuntimeClass@CSocket@@UBEPAUCRuntimeClass@@XZ @ 3717 NONAME,False
3483,?GetRuntimeClass@CSocketFile@@UBEPAUCRuntimeClass@@XZ @ 3718 NONAME,False
3484,?GetRuntimeClass@CSpinButtonCtrl@@UBEPAUCRuntimeClass@@XZ @ 3719 NONAME,False
3485,?GetRuntimeClass@CSplitterWnd@@UBEPAUCRuntimeClass@@XZ @ 3720 NONAME,False
3486,?GetRuntimeClass@CStatic@@UBEPAUCRuntimeClass@@XZ @ 3721 NONAME,False
3487,?GetRuntimeClass@CStatusBar@@UBEPAUCRuntimeClass@@XZ @ 3722 NONAME,False
3488,?GetRuntimeClass@CStatusBarCtrl@@UBEPAUCRuntimeClass@@XZ @ 3723 NONAME,False
3489,?GetRuntimeClass@CStdioFile@@UBEPAUCRuntimeClass@@XZ @ 3724 NONAME,False
3490,?GetRuntimeClass@CStockPropPage@@UBEPAUCRuntimeClass@@XZ @ 3725 NONAME,False
3491,?GetRuntimeClass@CStringArray@@UBEPAUCRuntimeClass@@XZ @ 3726 NONAME,False
3492,?GetRuntimeClass@CStringList@@UBEPAUCRuntimeClass@@XZ @ 3727 NONAME,False
3493,?GetRuntimeClass@CSyncObject@@UBEPAUCRuntimeClass@@XZ @ 3728 NONAME,False
3494,?GetRuntimeClass@CTabCtrl@@UBEPAUCRuntimeClass@@XZ @ 3729 NONAME,False
3495,?GetRuntimeClass@CToolBar@@UBEPAUCRuntimeClass@@XZ @ 3730 NONAME,False
3496,?GetRuntimeClass@CToolBarCtrl@@UBEPAUCRuntimeClass@@XZ @ 3731 NONAME,False
3497,?GetRuntimeClass@CToolTipCtrl@@UBEPAUCRuntimeClass@@XZ @ 3732 NONAME,False
3498,?GetRuntimeClass@CTreeCtrl@@UBEPAUCRuntimeClass@@XZ @ 3733 NONAME,False
3499,?GetRuntimeClass@CTreeView@@UBEPAUCRuntimeClass@@XZ @ 3734 NONAME,False
3500,?GetRuntimeClass@CUIntArray@@UBEPAUCRuntimeClass@@XZ @ 3735 NONAME,False
3501,?GetRuntimeClass@CUserException@@UBEPAUCRuntimeClass@@XZ @ 3736 NONAME,False
3502,?GetRuntimeClass@CView@@UBEPAUCRuntimeClass@@XZ @ 3737 NONAME,False
3503,?GetRuntimeClass@CWinApp@@UBEPAUCRuntimeClass@@XZ @ 3738 NONAME,False
3504,?GetRuntimeClass@CWindowDC@@UBEPAUCRuntimeClass@@XZ @ 3739 NONAME,False
3505,?GetRuntimeClass@CWindowlessDC@@UBEPAUCRuntimeClass@@XZ @ 3740 NONAME,False
3506,?GetRuntimeClass@CWinThread@@UBEPAUCRuntimeClass@@XZ @ 3741 NONAME,False
3507,?GetRuntimeClass@CWnd@@UBEPAUCRuntimeClass@@XZ @ 3742 NONAME,False
3508,?GetRuntimeClass@CWordArray@@UBEPAUCRuntimeClass@@XZ @ 3743 NONAME,False
3509,?GetSafeOwner@CWnd@@SGPAV1@PAV1@PAPAUHWND__@@@Z @ 3744 NONAME,False
3510,?GetSavedCustomColors@CColorDialog@@SGPAKXZ @ 3745 NONAME,False
3511,?GetScreenName@CGopherFileFind@@QBE?AVCString@@XZ @ 3746 NONAME,False
3512,?GetScreenSize@CDockState@@QAE?AVCSize@@XZ @ 3747 NONAME,False
3513,?GetScrollBarCtrl@CView@@UBEPAVCScrollBar@@H@Z @ 3748 NONAME,False
3514,?GetScrollBarCtrl@CWnd@@UBEPAVCScrollBar@@H@Z @ 3749 NONAME,False
3515,?GetScrollBarSizes@CScrollView@@IAEXAAVCSize@@@Z @ 3750 NONAME,False
3516,?GetScrollBarState@CScrollView@@IAEXVCSize@@AAV2@1AAVCPoint@@H@Z @ 3751 NONAME,False
3517,?GetScrollInfo@CWnd@@QAEHHPAUtagSCROLLINFO@@I@Z @ 3752 NONAME,False
3518,?GetScrollLimit@CWnd@@QAEHH@Z @ 3753 NONAME,False
3519,?GetScrollPos@CWnd@@QBEHH@Z @ 3754 NONAME,False
3520,?GetScrollPosition@CScrollView@@QBE?AVCPoint@@XZ @ 3755 NONAME,False
3521,?GetScrollRange@CWnd@@QBEXHPAH0@Z @ 3756 NONAME,False
3522,?GetScrollStyle@CSplitterWnd@@QBEKXZ @ 3757 NONAME,False
3523,?GetSecond@COleDateTime@@QBEHXZ @ 3758 NONAME,False
3524,?GetSeconds@COleDateTimeSpan@@QBEJXZ @ 3759 NONAME,False
3525,?GetSection@CPropertySet@@QAEPAVCPropertySection@@U_GUID@@@Z @ 3760 NONAME,False
3526,?GetSectionKey@CWinApp@@QAEPAUHKEY__@@PBD@Z @ 3761 NONAME,False
3527,?GetSectionName@CPropertySection@@QAEPBDXZ @ 3762 NONAME,False
3528,?GetSel@CRichEditCtrl@@QBEXAAJ0@Z @ 3763 NONAME,False
3529,?GetSelectedItem@CRichEditView@@QBEPAVCRichEditCntrItem@@XZ @ 3764 NONAME,False
3530,?GetSelectedText@CEditView@@QBEXAAVCString@@@Z @ 3765 NONAME,False
3531,?GetSelection@CSliderCtrl@@QBEXAAH0@Z @ 3766 NONAME,False
3532,?GetSelectionCharFormat@CRichEditCtrl@@QBEKAAU_charformat@@@Z @ 3767 NONAME,False
3533,?GetSelectionType@COleConvertDialog@@QBEIXZ @ 3768 NONAME,False
3534,?GetSelectionType@COleInsertDialog@@QBEIXZ @ 3769 NONAME,False
3535,?GetSelectionType@COlePasteSpecialDialog@@QBEIXZ @ 3770 NONAME,False
3536,?GetSelText@CRichEditCtrl@@QBE?AVCString@@XZ @ 3771 NONAME,False
3537,?GetServerName@CInternetConnection@@QBE?AVCString@@XZ @ 3772 NONAME,False
3538,?GetSize@CPropertySection@@QAEKXZ @ 3773 NONAME,False
3539,?GetSizeInDialogUnits@CDialogTemplate@@QBEXPAUtagSIZE@@@Z @ 3774 NONAME,False
3540,?GetSizeInPixels@CDialogTemplate@@QBEXPAUtagSIZE@@@Z @ 3775 NONAME,False
3541,?GetSizeMax@CBlobProperty@@UAGJPAT_ULARGE_INTEGER@@@Z @ 3776 NONAME,False
3542,?GetSizeMax@XPersistMemory@COleControl@@UAGJPAK@Z @ 3777 NONAME,False
3543,?GetSizeMax@XPersistStreamInit@COleControl@@UAGJPAT_ULARGE_INTEGER@@@Z @ 3778 NONAME,False
3544,?GetSizingParent@CSplitterWnd@@IAEPAVCWnd@@XZ @ 3779 NONAME,False
3545,?GetSockName@CAsyncSocket@@QAEHAAVCString@@AAI@Z @ 3780 NONAME,False
3546,?GetSourceTableName@CDaoTableDef@@QAE?AVCString@@XZ @ 3781 NONAME,False
3547,?GetSQL@CDaoQueryDef@@QAE?AVCString@@XZ @ 3782 NONAME,False
3548,?GetSQL@CDaoRecordset@@QBE?AVCString@@XZ @ 3783 NONAME,False
3549,?GetStackSize@CCmdTarget@@KGIPBEG@Z @ 3784 NONAME,False
3550,?GetStandardProp@CCmdTarget@@IAEXPBUAFX_DISPMAP_ENTRY@@PAUtagVARIANT@@PAI@Z @ 3785 NONAME,False
3551,?GetStartPosition@CConnectionPoint@@QBEPAU__POSITION@@XZ @ 3786 NONAME,False
3552,?GetStartPosition@COleDocument@@UBEPAU__POSITION@@XZ @ 3787 NONAME,False
3553,?GetStartPosition@CRichEditDoc@@UBEPAU__POSITION@@XZ @ 3788 NONAME,False
3554,?GetStatus@CFile@@QBEHAAUCFileStatus@@@Z @ 3789 NONAME,False
3555,?GetStatus@CFile@@SGHPBDAAUCFileStatus@@@Z @ 3790 NONAME,False
3556,?GetStatus@CMemFile@@QBEHAAUCFileStatus@@@Z @ 3791 NONAME,False
3557,?GetStatus@COleStreamFile@@QBEHAAUCFileStatus@@@Z @ 3792 NONAME,False
3558,?GetStockTextMetrics@COleControl@@QAEXPAUtagTEXTMETRICA@@@Z @ 3793 NONAME,False
3559,?GetStorageName@COleStreamFile@@UBE?BVCString@@XZ @ 3794 NONAME,False
3560,?GetStream@COleStreamFile@@QBEPAUIStream@@XZ @ 3795 NONAME,False
3561,?GetStyle@COleControlSite@@UBEKXZ @ 3796 NONAME,False
3562,?GetStyle@CWnd@@QBEKXZ @ 3797 NONAME,False
3563,?GetSuperWndProcAddr@CWnd@@MAEPAP6GJPAUHWND__@@IIJ@ZXZ @ 3798 NONAME,False
3564,?GetTableDefCount@CDaoDatabase@@QAEFXZ @ 3799 NONAME,False
3565,?GetTableDefInfo@CDaoDatabase@@QAEXHAAUCDaoTableDefInfo@@K@Z @ 3800 NONAME,False
3566,?GetTableDefInfo@CDaoDatabase@@QAEXPBDAAUCDaoTableDefInfo@@K@Z @ 3801 NONAME,False
3567,?GetTemplateSize@CDialogTemplate@@KAIPBUDLGTEMPLATE@@@Z @ 3802 NONAME,False
3568,?GetText@CListBox@@QBEXHAAVCString@@@Z @ 3803 NONAME,False
3569,?GetText@COleControl@@QAEPAGXZ @ 3804 NONAME,False
3570,?GetText@CStatusBarCtrl@@QBE?AVCString@@HPAH@Z @ 3805 NONAME,False
3571,?GetText@CStatusBarCtrl@@QBEHPBDHPAH@Z @ 3806 NONAME,False
3572,?GetText@CToolTipCtrl@@QBEXAAVCString@@PAVCWnd@@I@Z @ 3807 NONAME,False
3573,?GetTextLen@CRecordset@@SGHFK@Z @ 3808 NONAME,False
3574,?GetTextLength@CStatusBarCtrl@@QBEHHPAH@Z @ 3809 NONAME,False
3575,?GetTickCount@COleDateTime@@SG?AV1@XZ @ 3810 NONAME,False
3576,?GetTickCount@CTime@@SG?AV1@XZ @ 3811 NONAME,False
3577,?GetToolInfo@CToolTipCtrl@@QBEHAAVCToolInfo@@PAVCWnd@@I@Z @ 3812 NONAME,False
3578,?GetTopLevelFrame@CWnd@@QBEPAVCFrameWnd@@XZ @ 3813 NONAME,False
3579,?GetTopLevelOwner@CWnd@@QBEPAV1@XZ @ 3814 NONAME,False
3580,?GetTopLevelParent@CWnd@@QBEPAV1@XZ @ 3815 NONAME,False
3581,?GetTrueClientSize@CScrollView@@IAEHAAVCSize@@0@Z @ 3816 NONAME,False
3582,?GetTrueRect@CRectTracker@@QBEXPAUtagRECT@@@Z @ 3817 NONAME,False
3583,?GetType@CDaoQueryDef@@QAEFXZ @ 3818 NONAME,False
3584,?GetType@CDaoRecordset@@QAEFXZ @ 3819 NONAME,False
3585,?GetType@CPictureHolder@@QAEFXZ @ 3820 NONAME,False
3586,?GetType@CProperty@@QAEKXZ @ 3821 NONAME,False
3587,?GetTypeInfo@COleDispatchImpl@@UAGJIKPAPAUITypeInfo@@@Z @ 3822 NONAME,False
3588,?GetTypeInfo@XAmbientProps@COleControlSite@@UAGJIKPAPAUITypeInfo@@@Z @ 3823 NONAME,False
3589,?GetTypeInfo@XEventSink@COleControlSite@@UAGJIKPAPAUITypeInfo@@@Z @ 3824 NONAME,False
3590,?GetTypeInfoCount@CCmdTarget@@UAEIXZ @ 3825 NONAME,False
3591,?GetTypeInfoCount@COleDispatchImpl@@UAGJPAI@Z @ 3826 NONAME,False
3592,?GetTypeInfoCount@XAmbientProps@COleControlSite@@UAGJPAI@Z @ 3827 NONAME,False
3593,?GetTypeInfoCount@XEventSink@COleControlSite@@UAGJPAI@Z @ 3828 NONAME,False
3594,?GetTypeInfoOfGuid@CCmdTarget@@QAEJKABU_GUID@@PAPAUITypeInfo@@@Z @ 3829 NONAME,False
3595,?GetTypeLib@CCmdTarget@@UAEJKPAPAUITypeLib@@@Z @ 3830 NONAME,False
3596,?GetTypeLibCache@CCmdTarget@@UAEPAVCTypeLibCache@@XZ @ 3831 NONAME,False
3597,?GetUBound@COleSafeArray@@QAEXKPAJ@Z @ 3832 NONAME,False
3598,?GetUserClassID@XOleObject@CDocObjectServer@@UAGJPAU_GUID@@@Z @ 3833 NONAME,False
3599,?GetUserClassID@XOleObject@COleControl@@UAGJPAU_GUID@@@Z @ 3834 NONAME,False
3600,?GetUserClassID@XOleObject@COleServerDoc@@UAGJPAU_GUID@@@Z @ 3835 NONAME,False
3601,?GetUserClassID@XOleObject@COleServerItem@@UAGJPAU_GUID@@@Z @ 3836 NONAME,False
3602,?GetUserNameA@CDaoWorkspace@@QAE?AVCString@@XZ @ 3837 NONAME,False
3603,?GetUserType@COleClientItem@@QAEXW4tagUSERCLASSTYPE@@AAVCString@@@Z @ 3838 NONAME,False
3604,?GetUserType@COleControl@@IAEXPAD@Z @ 3839 NONAME,False
3605,?GetUserType@XOleObject@CDocObjectServer@@UAGJKPAPAG@Z @ 3840 NONAME,False
3606,?GetUserType@XOleObject@COleControl@@UAGJKPAPAG@Z @ 3841 NONAME,False
3607,?GetUserType@XOleObject@COleServerDoc@@UAGJKPAPAG@Z @ 3842 NONAME,False
3608,?GetUserType@XOleObject@COleServerItem@@UAGJKPAPAG@Z @ 3843 NONAME,False
3609,?GetValidationRule@CDaoRecordset@@QAE?AVCString@@XZ @ 3844 NONAME,False
3610,?GetValidationRule@CDaoTableDef@@QAE?AVCString@@XZ @ 3845 NONAME,False
3611,?GetValidationText@CDaoRecordset@@QAE?AVCString@@XZ @ 3846 NONAME,False
3612,?GetValidationText@CDaoTableDef@@QAE?AVCString@@XZ @ 3847 NONAME,False
3613,?GetValueAt@CMapPtrToPtr@@QBEPAXPAX@Z @ 3848 NONAME,False
3614,?GetVerb@CHttpFile@@QBE?AVCString@@XZ @ 3849 NONAME,False
3615,?GetVersion@CDaoDatabase@@QAE?AVCString@@XZ @ 3850 NONAME,False
3616,?GetVersion@CDaoWorkspace@@SG?AVCString@@XZ @ 3851 NONAME,False
3617,?GetVersion@CDockState@@QAEKXZ @ 3852 NONAME,False
3618,?GetView@CRichEditDoc@@UBEPAVCRichEditView@@XZ @ 3853 NONAME,False
3619,?GetViewInfo@XOleUIObjInfo@COlePropertiesDialog@@UAGJKPAPAXPAKPAH@Z @ 3854 NONAME,False
3620,?GetViewStatus@XViewObject@COleControl@@UAGJPAK@Z @ 3855 NONAME,False
3621,?GetWindow@XOleInPlaceActiveObject@COleControl@@UAGJPAPAUHWND__@@@Z @ 3856 NONAME,False
3622,?GetWindow@XOleInPlaceActiveObject@COleServerDoc@@UAGJPAPAUHWND__@@@Z @ 3857 NONAME,False
3623,?GetWindow@XOleInPlaceFrame@COleFrameHook@@UAGJPAPAUHWND__@@@Z @ 3858 NONAME,False
3624,?GetWindow@XOleInPlaceObject@COleControl@@UAGJPAPAUHWND__@@@Z @ 3859 NONAME,False
3625,?GetWindow@XOleInPlaceObject@COleServerDoc@@UAGJPAPAUHWND__@@@Z @ 3860 NONAME,False
3626,?GetWindow@XOleIPFrame@COleControlContainer@@UAGJPAPAUHWND__@@@Z @ 3861 NONAME,False
3627,?GetWindow@XOleIPSite@COleClientItem@@UAGJPAPAUHWND__@@@Z @ 3862 NONAME,False
3628,?GetWindow@XOleIPSite@COleControlSite@@UAGJPAPAUHWND__@@@Z @ 3863 NONAME,False
3629,?GetWindowContext@CRichEditCntrItem@@QAEJPAPAUIOleInPlaceFrame@@PAPAUIOleInPlaceUIWindow@@PAUtagOIFI@@@Z @ 3864 NONAME,False
3630,?GetWindowContext@CRichEditView@@QAEJPAPAUIOleInPlaceFrame@@PAPAUIOleInPlaceUIWindow@@PAUtagOIFI@@@Z @ 3865 NONAME,False
3631,?GetWindowContext@XOleIPSite@COleClientItem@@UAGJPAPAUIOleInPlaceFrame@@PAPAUIOleInPlaceUIWindow@@PAUtagRECT@@2PAUtagOIFI@@@Z @ 3866 NONAME,False
3632,?GetWindowContext@XOleIPSite@COleControlSite@@UAGJPAPAUIOleInPlaceFrame@@PAPAUIOleInPlaceUIWindow@@PAUtagRECT@@2PAUtagOIFI@@@Z @ 3867 NONAME,False
3633,?GetWindowlessDropTarget@COleControl@@UAEPAUIDropTarget@@XZ @ 3868 NONAME,False
3634,?GetWindowMenuPopup@CMDIFrameWnd@@UAEPAUHMENU__@@PAU2@@Z @ 3869 NONAME,False
3635,?GetWindowPlacement@CWnd@@QBEHPAUtagWINDOWPLACEMENT@@@Z @ 3870 NONAME,False
3636,?GetWindowTextA@COleControlSite@@UBEHPADH@Z @ 3871 NONAME,False
3637,?GetWindowTextA@COleControlSite@@UBEXAAVCString@@@Z @ 3872 NONAME,False
3638,?GetWindowTextA@CWnd@@QBEHPADH@Z @ 3873 NONAME,False
3639,?GetWindowTextA@CWnd@@QBEXAAVCString@@@Z @ 3874 NONAME,False
3640,?GetWindowTextLengthA@COleControlSite@@UBEHXZ @ 3875 NONAME,False
3641,?GetWindowTextLengthA@CWnd@@QBEHXZ @ 3876 NONAME,False
3642,?GetWorkspaceCount@CDaoWorkspace@@QAEFXZ @ 3877 NONAME,False
3643,?GetWorkspaceInfo@CDaoWorkspace@@QAEXHAAUCDaoWorkspaceInfo@@K@Z @ 3878 NONAME,False
3644,?GetWorkspaceInfo@CDaoWorkspace@@QAEXPBDAAUCDaoWorkspaceInfo@@K@Z @ 3879 NONAME,False
3645,?GetYear@COleDateTime@@QBEHXZ @ 3880 NONAME,False
3646,?GetZoomFactor@COleServerDoc@@QBEHPAUtagSIZE@@0PBUtagRECT@@@Z @ 3881 NONAME,False
3647,?GiveFeedback@COleDropSource@@UAEJK@Z @ 3882 NONAME,False
3648,?GiveFeedback@XDropSource@COleDropSource@@UAGJK@Z @ 3883 NONAME,False
3649,?GrayCtlColor@CWnd@@SGHPAUHDC__@@PAUHWND__@@IPAUHBRUSH__@@K@Z @ 3884 NONAME,False
3650,?GrayStringA@CDC@@UAEHPAVCBrush@@P6GHPAUHDC__@@JH@ZJHHHHH@Z @ 3885 NONAME,False
3651,?GrayStringA@CPreviewDC@@UAEHPAVCBrush@@P6GHPAUHDC__@@JH@ZJHHHHH@Z @ 3886 NONAME,False
3652,?GrowFile@CMemFile@@MAEXK@Z @ 3887 NONAME,False
3653,?guid@CColorPropPage@@2U_GUID@@B @ 3888 NONAME DATA,False
3654,?guid@CFontPropPage@@2U_GUID@@B @ 3889 NONAME DATA,False
3655,?guid@CPicturePropPage@@2U_GUID@@B @ 3890 NONAME DATA,False
3656,?HandleFloatingSysCommand@CWnd@@QAEHIJ@Z @ 3891 NONAME,False
3657,?HandleInComingCall@XMessageFilter@COleMessageFilter@@UAGKKPAUHTASK__@@KPAUtagINTERFACEINFO@@@Z @ 3892 NONAME,False
3658,?HandleInitDialog@CDialog@@IAEJIJ@Z @ 3893 NONAME,False
3659,?HandleInitDialog@CDialogBar@@IAEJIJ@Z @ 3894 NONAME,False
3660,?HandleInitDialog@CFormView@@IAEJIJ@Z @ 3895 NONAME,False
3661,?HandleInitDialog@CPropertySheet@@IAEJIJ@Z @ 3896 NONAME,False
3662,?HandleSetFont@CDialog@@IAEJIJ@Z @ 3897 NONAME,False
3663,?HandsOffStorage@XPersistStorage@COleControl@@UAGJXZ @ 3898 NONAME,False
3664,?HandsOffStorage@XPersistStorage@COleServerDoc@@UAGJXZ @ 3899 NONAME,False
3665,?HasBlankItems@COleDocument@@QBEHXZ @ 3900 NONAME,False
3666,?HasFont@CDialogTemplate@@QBEHXZ @ 3901 NONAME,False
3667,?HashKey@@YGIABUtagVARIANT@@@Z @ 3902 NONAME,False
3668,?HashKey@@YGIPBD@Z @ 3903 NONAME,False
3669,?Help@XPropertyPage@COlePropertyPage@@UAGJPBG@Z @ 3904 NONAME,False
3670,?HexDump@CDumpContext@@QAEXPBDPAEHH@Z @ 3905 NONAME,False
3671,?HideApplication@CWinApp@@QAEXXZ @ 3906 NONAME,False
3672,?HideControl@CFileDialog@@QAEXH@Z @ 3907 NONAME,False
3673,?HIMETRICtoDP@CDC@@QBEXPAUtagSIZE@@@Z @ 3908 NONAME,False
3674,?HIMETRICtoLP@CDC@@QBEXPAUtagSIZE@@@Z @ 3909 NONAME,False
3675,?HitTest@CListCtrl@@QBEHVCPoint@@PAI@Z @ 3910 NONAME,False
3676,?HitTest@CRectTracker@@QBEHVCPoint@@@Z @ 3911 NONAME,False
3677,?HitTest@CSplitterWnd@@MBEHVCPoint@@@Z @ 3912 NONAME,False
3678,?HitTest@CToolTipCtrl@@QBEHPAVCWnd@@VCPoint@@PAUtagTOOLINFOA@@@Z @ 3913 NONAME,False
3679,?HitTest@CTreeCtrl@@QBEPAU_TREEITEM@@VCPoint@@PAI@Z @ 3914 NONAME,False
3680,?HitTestHandles@CRectTracker@@IBEHVCPoint@@@Z @ 3915 NONAME,False
3681,?IdFromRowCol@CSplitterWnd@@QBEHHH@Z @ 3916 NONAME,False
3682,?Idle@CDaoWorkspace@@SGXH@Z @ 3917 NONAME,False
3683,?IgnoreApply@COlePropertyPage@@QAEXI@Z @ 3918 NONAME,False
3684,?IgnoreWindowMessage@COleControl@@IAEHIIJPAJ@Z @ 3919 NONAME,False
3685,?InflateRect@CRect@@QAEXHHHH@Z @ 3920 NONAME,False
3686,?InflateRect@CRect@@QAEXPBUtagRECT@@@Z @ 3921 NONAME,False
3687,?InitApplication@CWinApp@@UAEHXZ @ 3922 NONAME,False
3688,?InitCache@XOleCache@COleControl@@UAGJPAUIDataObject@@@Z @ 3923 NONAME,False
3689,?InitControlContainer@CWnd@@IAEHXZ @ 3924 NONAME,False
3690,?InitDatabasesCollection@CDaoWorkspace@@IAEXXZ @ 3925 NONAME,False
3691,?InitDialogInfo@CPropertyPage@@IAEPBUDLGTEMPLATE@@PBU2@@Z @ 3926 NONAME,False
3692,?InitErrorsCollection@CDaoException@@IAEXXZ @ 3927 NONAME,False
3693,?InitFieldsCollection@CDaoQueryDef@@IAEXXZ @ 3928 NONAME,False
3694,?InitFieldsCollection@CDaoRecordset@@IAEXXZ @ 3929 NONAME,False
3695,?InitFieldsCollection@CDaoTableDef@@IAEXXZ @ 3930 NONAME,False
3696,?InitFromData@XOleObject@CDocObjectServer@@UAGJPAUIDataObject@@HK@Z @ 3931 NONAME,False
3697,?InitFromData@XOleObject@COleControl@@UAGJPAUIDataObject@@HK@Z @ 3932 NONAME,False
3698,?InitFromData@XOleObject@COleServerDoc@@UAGJPAUIDataObject@@HK@Z @ 3933 NONAME,False
3699,?InitFromData@XOleObject@COleServerItem@@UAGJPAUIDataObject@@HK@Z @ 3934 NONAME,False
3700,?InitHashTable@CMapPtrToPtr@@QAEXIH@Z @ 3935 NONAME,False
3701,?InitHashTable@CMapPtrToWord@@QAEXIH@Z @ 3936 NONAME,False
3702,?InitHashTable@CMapStringToOb@@QAEXIH@Z @ 3937 NONAME,False
3703,?InitHashTable@CMapStringToPtr@@QAEXIH@Z @ 3938 NONAME,False
3704,?InitHashTable@CMapStringToString@@QAEXIH@Z @ 3939 NONAME,False
3705,?InitHashTable@CMapWordToOb@@QAEXIH@Z @ 3940 NONAME,False
3706,?InitHashTable@CMapWordToPtr@@QAEXIH@Z @ 3941 NONAME,False
3707,?Initialize@CDataSourceControl@@QAEJXZ @ 3942 NONAME,False
3708,?Initialize@CMiniFrameWnd@@SAXXZ @ 3943 NONAME,False
3709,?InitializeEngine@CDaoWorkspace@@KAXXZ @ 3944 NONAME,False
3710,?InitializeFont@CFontHolder@@QAEXPBUtagFONTDESC@@PAUIDispatch@@@Z @ 3945 NONAME,False
3711,?InitializeIIDs@COleControl@@QAEXPBU_GUID@@0@Z @ 3946 NONAME,False
3712,?InitializeReplace@CEditView@@IAEHXZ @ 3947 NONAME,False
3713,?InitialUpdateFrame@CDocTemplate@@UAEXPAVCFrameWnd@@PAVCDocument@@H@Z @ 3948 NONAME,False
3714,?InitialUpdateFrame@CFrameWnd@@QAEXPAVCDocument@@H@Z @ 3949 NONAME,False
3715,?InitIndexesCollection@CDaoRecordset@@IAEXXZ @ 3950 NONAME,False
3716,?InitIndexesCollection@CDaoTableDef@@IAEXXZ @ 3951 NONAME,False
3717,?InitInstance@COleControlModule@@UAEHXZ @ 3952 NONAME,False
3718,?InitInstance@CWinApp@@UAEHXZ @ 3953 NONAME,False
3719,?InitInstance@CWinThread@@UAEHXZ @ 3954 NONAME,False
3720,?InitLoop@CDockContext@@QAEXXZ @ 3955 NONAME,False
3721,?InitModalIndirect@CDialog@@QAEHPAXPAVCWnd@@@Z @ 3956 NONAME,False
3722,?InitModalIndirect@CDialog@@QAEHPBUDLGTEMPLATE@@PAVCWnd@@PAX@Z @ 3957 NONAME,False
3723,?InitNew@XPersistMemory@COleControl@@UAGJXZ @ 3958 NONAME,False
3724,?InitNew@XPersistPropertyBag@COleControl@@UAGJXZ @ 3959 NONAME,False
3725,?InitNew@XPersistStorage@COleControl@@UAGJPAUIStorage@@@Z @ 3960 NONAME,False
3726,?InitNew@XPersistStorage@COleServerDoc@@UAGJPAUIStorage@@@Z @ 3961 NONAME,False
3727,?InitNew@XPersistStreamInit@COleControl@@UAGJXZ @ 3962 NONAME,False
3728,?InitParametersCollection@CDaoQueryDef@@IAEXXZ @ 3963 NONAME,False
3729,?InitQueryDefsCollection@CDaoDatabase@@IAEXXZ @ 3964 NONAME,False
3730,?InitRecord@CRecordset@@QAEXXZ @ 3965 NONAME,False
3731,?InitRelationsCollection@CDaoDatabase@@IAEXXZ @ 3966 NONAME,False
3732,?InitStockEventMask@COleControl@@IAEXXZ @ 3967 NONAME,False
3733,?InitStockPropMask@COleControl@@IAEXXZ @ 3968 NONAME,False
3734,?InitString@CSimpleException@@QAEXXZ @ 3969 NONAME,False
3735,?InitTableDefsCollection@CDaoDatabase@@IAEXXZ @ 3970 NONAME,False
3736,?InitWorkspace@CDaoDatabase@@IAEXXZ @ 3971 NONAME,False
3737,?InitWorkspacesCollection@CDaoWorkspace@@IAEXXZ @ 3972 NONAME,False
3738,?InPlaceDeactivate@XOleInPlaceObject@COleControl@@UAGJXZ @ 3973 NONAME,False
3739,?InPlaceDeactivate@XOleInPlaceObject@COleServerDoc@@UAGJXZ @ 3974 NONAME,False
